record_identifier,issue_type,issue_detail,action_taken
ORD029564,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD029571,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD029593,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD029604,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD029612,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029738,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029757,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD029786,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD029794,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029868,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD029884,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD029915,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD030012,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD030013,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD030045,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD030085,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030198,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030230,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030342,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD030344,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD030348,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD030421,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030447,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD030564,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD030617,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD030620,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030643,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030669,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030796,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD030807,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD030850,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD030885,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD030892,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD031009,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD031073,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD031150,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD031306,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD031326,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD031495,INVALID_TIMESTAMP,Corrupted timestamp: 2024-02-30 25:99:99,DROPPED
ORD031565,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD031576,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD032041,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD032102,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD032171,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD032172,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD032319,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD032347,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD032370,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD032371,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD032384,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD032388,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD032400,INVALID_TIMESTAMP,Corrupted timestamp: invalid,DROPPED
ORD032469,INVALID_TIMESTAMP,Corrupted timestamp: 99/99/9999,DROPPED
ORD032471,INVALID_TIMESTAMP,Corrupted timestamp: not_a_time,DROPPED
ORD032480,INVALID_TIMESTAMP,Corrupted timestamp: 2024-13-45,DROPPED
ORD000036,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000188,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000257,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000339,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000346,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000367,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000415,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000461,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000493,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000498,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000500,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000551,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000553,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000556,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000596,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000616,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000631,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000638,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000657,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000688,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000691,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000700,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000729,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000730,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000827,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000863,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD000982,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001021,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001051,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001073,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001117,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001206,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001216,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001221,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001311,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001347,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001352,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001375,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001379,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001470,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001474,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001477,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001492,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001505,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001625,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001626,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001653,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001655,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001659,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001666,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001692,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001699,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001702,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001719,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001740,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001768,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001788,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001800,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001852,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001901,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002010,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002020,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002044,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002158,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002234,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002307,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002320,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002338,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002346,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002351,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002362,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001921,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002449,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002479,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002482,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002544,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002554,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002564,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002608,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002639,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002671,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002680,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002778,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002822,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002862,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002880,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002883,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002946,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002947,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003067,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003098,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003100,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003109,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003153,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003168,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003182,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003268,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003348,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003369,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003381,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003446,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003449,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003452,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003464,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003473,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003507,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003555,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003557,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003627,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003715,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003740,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003864,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003880,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003906,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD003997,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004000,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004014,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004091,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004121,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004255,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004278,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004290,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004385,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004415,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004416,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004463,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004470,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004490,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD002722,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004531,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004643,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004651,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004683,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004692,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004701,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004785,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004935,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD004960,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005017,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005074,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005085,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005137,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005169,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005172,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005194,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005231,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005270,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005274,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005335,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005380,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005381,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005497,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005518,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005523,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005580,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005621,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005629,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005672,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005678,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005682,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005706,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005755,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005799,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005809,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005817,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005842,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005848,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005865,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005867,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005883,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005932,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD005952,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006023,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006043,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006103,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006106,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006109,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006170,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006254,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006264,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006271,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006283,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006287,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006304,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006311,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006315,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006316,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006326,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006331,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006355,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006357,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006370,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006391,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006399,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006415,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006459,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006507,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006517,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006559,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006578,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006620,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006676,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006748,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006787,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006817,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006895,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006920,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006941,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006973,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD006990,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007007,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007060,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007120,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007136,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007147,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007148,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007179,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007257,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007258,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007298,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007332,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007372,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007379,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007394,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007405,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007420,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007551,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007553,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007615,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007649,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007658,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007691,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007702,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007755,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007779,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007845,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007912,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007924,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007927,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007946,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007957,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD007992,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008008,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008035,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008067,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008081,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008141,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008146,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008197,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008204,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008252,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008300,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008319,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008334,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008382,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008398,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008521,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008531,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008625,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008629,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008647,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008690,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008749,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008776,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008810,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008815,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD008849,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009004,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009040,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009124,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009133,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009199,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009201,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009224,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009252,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009296,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009303,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009305,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009306,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009367,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009383,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009393,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009526,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009549,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009567,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009600,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009602,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009721,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009748,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009757,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009848,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009918,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009959,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD009990,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010005,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010042,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010055,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010063,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010069,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010131,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010190,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010293,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010312,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010345,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010350,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010538,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010552,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010586,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010605,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010647,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010676,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010686,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010732,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010834,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010871,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010947,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010962,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010964,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD010992,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011036,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011054,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011115,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011150,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011276,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011289,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011336,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011337,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011347,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011358,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011398,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011403,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011427,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011429,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011435,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011471,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011503,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011507,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011521,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011574,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011648,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011656,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011667,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011725,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011781,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011796,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011797,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011849,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011888,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011915,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011933,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011941,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011943,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD011955,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012069,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012075,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012087,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012151,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012255,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012256,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD012308,MISSING_VALUE,Missing discount_pct,IMPUTED
